id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn16319_c0	=	Cytosol_0	(116002_gene)	CustomReaction_c0		4.7		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00154[c0] <=> (1)  cpd00003[c0] + (1)  cpd00306[c0]	(1)  NADH[c0] + (1)  H+[c0] + (1)  Xylose[c0] <=> (1)  NAD[c0] + (1)  Xylitol[c0]	rxn16319		R09477		
rxn08448_c0	=	Cytosol_0	(85519_gene)	CustomReaction_c0		-21.55		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd01107[c0] <=> (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd03128[c0]	(1)  ATP[c0] + (1)  CoA[c0] + (1)  Decanoate[c0] <=> (1)  PPi[c0] + (1)  AMP[c0] + (1)  H+[c0] + (1)  Decanoyl-CoA[c0]	rxn08448	FACOAL100t2pp			
rxn00808_c0	=	Cytosol_0	(123084_gene)	ATP:D-galactose 1-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00108[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00348[c0]	(1)  ATP[c0] + (1)  Galactose[c0] <=> (1)  ADP[c0] + (1)  H+[c0] + (1)  D-Galactose 1-phosphate[c0]	rxn00808	GAL1	R01092	Galactose metabolism|Amino sugar and nucleotide sugar metabolism	
rxn00137_c0	=	Cytosol_0	(56512_gene)	Adenosine 3',5'-bisphosphate 3'-phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00045[c0] <=> (1)  cpd00009[c0] + (1)  cpd00018[c0]	(1)  H2O[c0] + (1)  Adenosine 3-5-bisphosphate[c0] <=> (1)  Phosphate[c0] + (1)  AMP[c0]	rxn00137	BPNT	R00188		
R-nadh-q-cyto_m0	=	m_0	(119225_gene or 116083_gene or 115383_gene or 113563_gene or 113189_gene)	CustomReaction_m0				(1)  cpd00004[c0] + (5)  cpd00067[m0] + (1)  cpd11669[m0] <=> (1)  cpd00003[c0] + (4)  cpd00067[c0] + (1)  cpd11665[m0]	(1)  NADH[c0] + (5)  H+[m0] + (1)  Q[m0] <=> (1)  NAD[c0] + (4)  H+[c0] + (1)  QH2[m0]	rxn00000				
rxn00379_c0	=	Cytosol_0	(116010_gene)	ATP:sulfate adenylyltransferase_c0		3.04		(1)  cpd00002[c0] + (1)  cpd00048[c0] <=> (1)  cpd00012[c0] + (1)  cpd00193[c0]	(1)  ATP[c0] + (1)  Sulfate[c0] <=> (1)  PPi[c0] + (1)  APS[c0]	rxn00379	MET3	R00529	Purine metabolism|Sulfur metabolism	ANAEROBIC-RESPIRATION|Activation|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Biosynthesis|CHEMOAUTOTROPHIC-ENERGY-METABOLISM|DISSULFRED-PWY|Degradation|Energy-Metabolism|IND-AMINO-ACID-SYN|METHIONINE-SYN|Noncarbon-Nutrients|P224-PWY|Respiration|SO4ASSIM-PWY|SULFATE-CYS-PWY|SULFMETII-PWY|Sulfate-Reduction|Sulfide-Oxidation|Sulfite-Oxidation|Sulfur-Assimilation|Sulfur-Disproportionation|Thiosulfate-Disproportionation
R-r0330_c0	=	Cytosol_0	113546_gene	CustomReaction_c0				(1)  cpd00190[c0] <=> (1)  M-adglc-c_c0[c0]	(1)  beta-D-Glucose[c0] <=> (1)  alpha-D-glucose[c0]	rxn00000				
R-tr-asn_e0	=	Extracellular_0	119734_gene	CustomReaction_e0				(1)  cpd00132[e0] <=> (1)  cpd00132[c0]	(1)  L-Asparagine[e0] <=> (1)  L-Asparagine[c0]	rxn00000				
rxn01018_c0	=	Cytosol_0	(122063_gene)	carbamoyl-phosphate:L-aspartate carbamoyltransferase_c0		0.55		(1)  cpd00041[c0] + (1)  cpd00146[c0] <=> (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00343[c0]	(1)  L-Aspartate[c0] + (1)  Carbamoylphosphate[c0] <=> (1)  Phosphate[c0] + (1)  H+[c0] + (1)  N-Carbamoyl-L-aspartate[c0]	rxn01018	ASPCT	R01397	Pyrimidine metabolism|Alanine, aspartate and glutamate metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn00690_m0	=	m_0	(51905_gene)	CustomReaction_m0		13.43		(1)  cpd00002[m0] + (1)  cpd00047[m0] + (1)  cpd00087[m0] <=> (1)  cpd00008[m0] + (1)  cpd00009[m0] + (1)  cpd00201[m0]	(1)  ATP[m0] + (1)  Formate[m0] + (1)  Tetrahydrofolate[m0] <=> (1)  ADP[m0] + (1)  Phosphate[m0] + (1)  10-Formyltetrahydrofolate[m0]	rxn00690	ADE3_2	R00943	One carbon pool by folate|Carbon fixation pathways in prokaryotes	1CMET2-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|CODH-PWY|Carbohydrates-Biosynthesis|Cofactor-Biosynthesis|Degradation|Folate-Biosynthesis|Formaldehyde-Oxidation|Gluconeogenesis|NUCLEO-DEG|P164-PWY|Purine-Degradation|Vitamin-Biosynthesis
rxn13388_c0	=	Cytosol_0	(53099_gene)	spermidine:oxygen oxidoreductase (spermidine-forming)_c0		-23.5		(1)  cpd00001[c0] + (1)  cpd00007[c0] + (1)  cpd00558[c0] <=> (1)  cpd00025[c0] + (1)  cpd00264[c0] + (1)  cpd01504[c0]	(1)  H2O[c0] + (1)  O2[c0] + (1)  Spermine[c0] <=> (1)  H2O2[c0] + (1)  Spermidine[c0] + (1)  3-Aminopropanal[c0]	rxn13388	POLYAO3	R09076	beta-Alanine metabolism	AMINE-DEG|Amino-Acid-Biosynthesis|Beta-Alanine-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|SPERMINE-SPERMIDINE-DEG
R-r0589_c0	=	Cytosol_0	130292_gene	CustomReaction_c0				(1)  cpd00007[c0] + (1)  cpd00100[c0] <=> (1)  cpd00025[c0] + (1)  cpd00448[c0]	(1)  O2[c0] + (1)  Glycerol[c0] <=> (1)  H2O2[c0] + (1)  D-Glyceraldehyde[c0]	rxn00000				
rxn00763_c0	=	Cytosol_0	(117892_gene)	Glycerol:NAD+ oxidoreductase_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00100[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00448[c0]	(1)  NAD[c0] + (1)  Glycerol[c0] <=> (1)  NADH[c0] + (1)  H+[c0] + (1)  D-Glyceraldehyde[c0]	rxn00763	ALCD19	R01036	Glycerolipid metabolism	Biosynthesis|Cell-Structure-Biosynthesis
R-r1077_c0	=	Cytosol_0	(41085_gene)	CustomReaction_c0				(1)  M-dhomst-c_c0[c0] + (1)  cpd00005[c0] + (1)  cpd00007[c0] + (3)  cpd00067[c0] <=> (1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd16550_c0[c0]	(1)  dihydro-O-methylsterigmatocystin[c0] + (1)  NADPH[c0] + (1)  O2[c0] + (3)  H+[c0] <=> (1)  H2O[c0] + (1)  NADP[c0] + (1)  Aflatoxin B2[c0]	rxn00000				
rxn00693_c0	=	Cytosol_0	(84774_gene or 126200_gene)	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase_c0		-6.41		(1)  cpd00135[c0] + (1)  cpd00345[c0] <=> (1)  cpd00060[c0] + (1)  cpd00087[c0]	(1)  Homocysteine[c0] + (1)  5-Methyltetrahydrofolate[c0] <=> (1)  L-Methionine[c0] + (1)  Tetrahydrofolate[c0]	rxn00693	METS	R00946	Cysteine and methionine metabolism|One carbon pool by folate	1CMET2-PWY|ADENOSYLHOMOCYSCAT-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Cofactor-Biosynthesis|Degradation|Folate-Biosynthesis|HOMOSER-METSYN-PWY|HSERMETANA-PWY|IND-AMINO-ACID-SYN|MET-SAM-PWY|METHIONINE-DEG|METHIONINE-SYN|METSYN-PWY|P4-PWY|PWY0-781|Vitamin-Biosynthesis
rxn15558_c0	=	Cytosol_0	(114958_gene or 114958_gene)	CustomReaction_c0				(1)  cpd00037[c0] <=> (1)  cpd00014[c0] + (1)  cpd11683_c0[c0]	(1)  UDP-N-acetylglucosamine[c0] <=> (1)  UDP[c0] + (1)  Chitin[c0]	rxn15558		R06028		
rxn00062_c0	=	Cytosol_0	(153684_gene or (119823_gene or 150348_gene) or (119823_gene or 121536_gene))	ATP phosphohydrolase_c0	3.6.1.3|3.6.3.15|3.6.3.50|3.6.3.51|3.6.3.52|3.6.4.1|3.6.4.10|3.6.4.11|3.6.4.12|3.6.4.13|3.6.4.2|3.6.4.4|3.6.4.5|3.6.4.6|3.6.4.7|3.6.4.8|3.6.4.9	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0]	(1)  H2O[c0] + (1)  ATP[c0] <=> (1)  ADP[c0] + (1)  Phosphate[c0] + (1)  H+[c0]	rxn00062	ATPM	R00086	Purine metabolism|Methane metabolism	
rxn02288_m0	=	m_0	(149072_gene)	CustomReaction_m0		-19.6		(4)  cpd00067[m0] + (1)  cpd00774[m0] <=> (4)  cpd00011[m0] + (1)  cpd02083[m0]	(4)  H+[m0] + (1)  UroporphyrinogenIII[m0] <=> (4)  CO2[m0] + (1)  CoproporphyrinogenIII[m0]	rxn02288	UPPDC1	R03197	Porphyrin and chlorophyll metabolism	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|HEME-BIOSYNTHESIS-II|HEME-SYN|HEMESYN2-PWY|PWY0-1415|Porphyrin-Compounds-Biosynthesis
rxn00105_c0	=	Cytosol_0	(155817_gene)	ATP:nicotinamide-nucleotide adenylyltransferase_c0		1.07		(1)  cpd00002[c0] + (1)  cpd00355[c0] <=> (1)  cpd00003[c0] + (1)  cpd00012[c0]	(1)  ATP[c0] + (1)  Nicotinamide ribonucleotide[c0] <=> (1)  NAD[c0] + (1)  PPi[c0]	rxn00105	NMNAT	R00137	Nicotinate and nicotinamide metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-BIOSYNTHESIS-II|NAD-BIOSYNTHESIS-III|NAD-Metabolism|NAD-SYN|PWY3O-4106
rxn08767_m0	=	m_0	(113748_gene)	CustomReaction_m0		-7.06		(1)  cpd00010[m0] + (1)  cpd14935[m0] <=> (1)  cpd00022[m0] + (1)  cpd00134[m0]	(1)  CoA[m0] + (1)  3-Oxostearoyl-CoA[m0] <=> (1)  Acetyl-CoA[m0] + (1)  Palmitoyl-CoA[m0]	rxn08767	KAT8			
rxn00392_c0	=	Cytosol_0	(114843_gene)	ATP:riboflavin 5'-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00220[c0] <=> (1)  cpd00008[c0] + (1)  cpd00050[c0] + (1)  cpd00067[c0]	(1)  ATP[c0] + (1)  Riboflavin[c0] <=> (1)  ADP[c0] + (1)  FMN[c0] + (1)  H+[c0]	rxn00392	FMN1_1	R00549	Riboflavin metabolism	Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|PWY66-366|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn08454_c0	=	Cytosol_0	(85519_gene)	CustomReaction_c0		-21.55		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd01080[c0] <=> (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd00327[c0]	(1)  ATP[c0] + (1)  CoA[c0] + (1)  ocdca[c0] <=> (1)  PPi[c0] + (1)  AMP[c0] + (1)  H+[c0] + (1)  strcoa[c0]	rxn08454	FACOAL180t2pp			
rxn32436_c0	=	Cytosol_0	(85519_gene)	CustomReaction_c0		-21.55		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd00536[c0] <=> (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd00399[c0]	(1)  ATP[c0] + (1)  CoA[c0] + (1)  Oleate[c0] <=> (1)  PPi[c0] + (1)  AMP[c0] + (1)  H+[c0] + (1)  Oleoyl-CoA[c0]	rxn32436				
rxn00300_c0	=	Cytosol_0	(46933_gene or 115285_gene)	GTP 7,8-8,9-dihydrolase (diphosphate-forming)_c0	3.5.4.25	-37.6		(3)  cpd00001[c0] + (1)  cpd00038[c0] <=> (1)  cpd00012[c0] + (1)  cpd00047[c0] + (3)  cpd00067[c0] + (1)  cpd00957[c0]	(3)  H2O[c0] + (1)  GTP[c0] <=> (1)  PPi[c0] + (1)  Formate[c0] + (3)  H+[c0] + (1)  2,5-Diamino-6-(5'-phosphoribosylamino) -4-pyrimidineone[c0]	rxn00300	GTPCII2	R00425	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn00765_c0	=	Cytosol_0	(117892_gene)	Glycerol:NADP+ oxidoreductase_c0		5.22		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00448[c0] <=> (1)  cpd00006[c0] + (1)  cpd00100[c0]	(1)  NADPH[c0] + (1)  H+[c0] + (1)  D-Glyceraldehyde[c0] <=> (1)  NADP[c0] + (1)  Glycerol[c0]	rxn00765	ALCD19_D	R01041	Glycerolipid metabolism	Biosynthesis|Cell-Structure-Biosynthesis
rxn02895_c0	=	Cytosol_0	(148138_gene)	5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)_c0		-6.35		(1)  cpd00002[c0] + (1)  cpd00033[c0] + (1)  cpd01982[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02394[c0]	(1)  ATP[c0] + (1)  Glycine[c0] + (1)  5-Phosphoribosylamine[c0] <=> (1)  ADP[c0] + (1)  Phosphate[c0] + (1)  H+[c0] + (1)  GAR[c0]	rxn02895	ADE5_7_1	R04144	Purine metabolism	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn00751_c0	=	Cytosol_0	(113276_gene)	ATP:choline phosphotransferase_c0	2.7.1.32	-14.03		(1)  cpd00002[c0] + (1)  cpd00098[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00457[c0]	(1)  ATP[c0] + (1)  Choline[c0] <=> (1)  ADP[c0] + (1)  H+[c0] + (1)  Phosphocholine[c0]	rxn00751	CHOLK	R01021	Glycerophospholipid metabolism	Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY3O-450|PWY4FS-5|PhosphatidylcholineBiosynthesis|Phospholipid-Biosynthesis
rxn01486_c0	=	Cytosol_0	(165455_gene or 165455_gene)	trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase_c0		-22.53		(1)  cpd00113[c0] + (1)  cpd00350[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00289[c0]	(1)  Isopentenyldiphosphate[c0] + (1)  Farnesyldiphosphate[c0] <=> (1)  PPi[c0] + (1)  H+[c0] + (1)  Geranylgeranyl diphosphate[c0]	rxn01486	FRTT	R02061	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|Phylloquinone-Biosynthesis|Polyprenyl-Biosynthesis|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn30431_c0	=	Cytosol_0	(64497_gene)	CustomReaction_c0				(1)  cpd00014[c0] + (1)  cpd11421[c0] <=> (1)  cpd00001[c0] + (1)  cpd00978[c0] + (1)  cpd11420[c0]	(1)  UDP[c0] + (1)  trdrd[c0] <=> (1)  H2O[c0] + (1)  dUDP[c0] + (1)  trdox[c0]	rxn30431	RNDR4n			
R-r0448_e0	=	Extracellular_0	119356_gene	CustomReaction_e0				(12)  cpd00067[e0] + (6)  cpd11746[e0] <=> (1)  M-dglc-e_e0[e0] + (3)  cpd00001[e0] + (1)  cpd00158[e0] + (1)  cpd03721[e0]	(12)  H+[e0] + (6)  Cellulose[e0] <=> (1)  D-glucose[e0] + (3)  H2O[e0] + (1)  CELB[e0] + (1)  Cellotriose[e0]	rxn00000				
R-r0868_c0	=	Cytosol_0	(85519_gene)	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd29962_c0[c0] <=> (1)  M-c183coa-c_c0[c0] + (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0]	(1)  ATP[c0] + (1)  CoA[c0] + (1)  Octadecatrienoic Acid[c0] <=> (1)  octadecatrienoyl-CoA[c0] + (1)  PPi[c0] + (1)  AMP[c0] + (1)  H+[c0]	rxn00000				
rxn00117_c0	=	Cytosol_0	(119859_gene)	ATP:UDP phosphotransferase_c0		0		(1)  cpd00002[c0] + (1)  cpd00014[c0] <=> (1)  cpd00008[c0] + (1)  cpd00062[c0]	(1)  ATP[c0] + (1)  UDP[c0] <=> (1)  ADP[c0] + (1)  UTP[c0]	rxn00117	NDPK2	R00156	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn00083_m0	=	m_0	(153960_gene or 153960_gene)	CustomReaction_m0		0		(1)  cpd00003[m0] + (1)  cpd00005[m0] <=> (1)  cpd00004[m0] + (1)  cpd00006[m0]	(1)  NAD[m0] + (1)  NADPH[m0] <=> (1)  NADH[m0] + (1)  NADP[m0]	rxn00083	NADTRHD	R00112	Nicotinate and nicotinamide metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism
rxn00065_c0	=	Cytosol_0	(43843_gene)	ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)_c0		-8.48		(1)  cpd00002[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00446[c0]	(1)  ATP[c0] <=> (1)  PPi[c0] + (1)  H+[c0] + (1)  cAMP[c0]	rxn00065	ADNCYC	R00089	Purine metabolism	
rxn34246_m0	=	m_0	(51905_gene)	CustomReaction_m0		-13.69		(1)  cpd00067[m0] + (1)  cpd00201[m0] <=> (1)  cpd00001[m0] + (1)  cpd00347[m0]	(1)  H+[m0] + (1)  10-Formyltetrahydrofolate[m0] <=> (1)  H2O[m0] + (1)  5-10-Methenyltetrahydrofolate[m0]	rxn34246				
rxn00598_m0	=	m_0	113748_gene	CustomReaction_m0		54.71		(1)  cpd00010[m0] + (1)  cpd01507[m0] <=> (1)  cpd00022[m0] + (1)  cpd00078[m0]	(1)  CoA[m0] + (1)  3-Oxoadipyl-CoA[m0] <=> (1)  Acetyl-CoA[m0] + (1)  Succinyl-CoA[m0]	rxn00598	3OXACOA	R00829	Phenylalanine metabolism|Benzoate degradation	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Benzoyl-CoA-Degradation|CARBOXYLATES-DEG|Catechol-Degradation|Degradation|MANDELATE-DEG|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation|TOLUENE-DEG
rxn00410_c0	=	Cytosol_0	(117628_gene)	UTP:ammonia ligase (ADP-forming)_c0		-1.67		(1)  cpd00002[c0] + (1)  cpd00013[c0] + (1)  cpd00062[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00052[c0] + (2)  cpd00067[c0]	(1)  ATP[c0] + (1)  NH3[c0] + (1)  UTP[c0] <=> (1)  ADP[c0] + (1)  Phosphate[c0] + (1)  CTP[c0] + (2)  H+[c0]	rxn00410	URA7_2	R00571	Pyrimidine metabolism	
rxn00154_m0	=	m_0	(118734_gene or 118734_gene)	CustomReaction_m0		-8.14		(1)  cpd00003[m0] + (1)  cpd00010[m0] + (1)  cpd00020[m0] <=> (1)  cpd00004[m0] + (1)  cpd00011[m0] + (1)  cpd00022[m0]	(1)  NAD[m0] + (1)  CoA[m0] + (1)  Pyruvate[m0] <=> (1)  NADH[m0] + (1)  CO2[m0] + (1)  Acetyl-CoA[m0]	rxn00154	PDH	R00209		ANAEROBIC-RESPIRATION|ANARESP1-PWY|Energy-Metabolism|Fermentation|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|P41-PWY|Pyruvate-Degradation|Respiration|TCA-VARIANTS
rxn01419_m0	=	m_0	(114849_gene)	CustomReaction_m0		3.13		(1)  cpd00004[m0] + (1)  cpd00011[m0] + (1)  cpd00269[m0] <=> (1)  cpd00003[m0] + (1)  cpd03372[m0]	(1)  NADH[m0] + (1)  CO2[m0] + (1)  2-Oxoadipate[m0] <=> (1)  NAD[m0] + (1)  Homoisocitrate[m0]	rxn01419		R01934	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-AMINOAD-PWY|LYSINE-SYN|P241-PWY
rxn01790_c0	=	Cytosol_0	(151568_gene)	(R)-Pantoate:NADP+ 2-oxidoreductase_c0	1.1.1.169	6.22		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00712[c0] <=> (1)  cpd00006[c0] + (1)  cpd00408[c0]	(1)  NADPH[c0] + (1)  H+[c0] + (1)  2-Dehydropantoate[c0] <=> (1)  NADP[c0] + (1)  Pantoate[c0]	rxn01790	DPR	R02472	Pantothenate and CoA biosynthesis	Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTO-PWY|PANTOSYN-PWY|Pantothenate-Biosynthesis|Vitamin-Biosynthesis
rxn00209_c0	=	Cytosol_0	(117043_gene)	Pyridoxine 5-phosphate:oxygen oxidoreductase_c0		-28.04		(1)  cpd00007[c0] + (1)  cpd00478[c0] <=> (1)  cpd00016[c0] + (1)  cpd00025[c0]	(1)  O2[c0] + (1)  Pyridoxine phosphate[c0] <=> (1)  Pyridoxal phosphate[c0] + (1)  H2O2[c0]	rxn00209	PDX3_2	R00278	Vitamin B6 metabolism	Biosynthesis|Cofactor-Biosynthesis|PLPSAL-PWY|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn00789_c0	=	Cytosol_0	(153605_gene)	1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase_c0		17.21		(1)  cpd00002[c0] + (1)  cpd00103[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd01775[c0]	(1)  ATP[c0] + (1)  PRPP[c0] <=> (1)  PPi[c0] + (1)  H+[c0] + (1)  Phosphoribosyl-ATP[c0]	rxn00789	ATPPRT	R01071	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn02473_c0	=	Cytosol_0	(50515_gene)	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase_c0		-10.63		(1)  cpd02843[c0] <=> (1)  cpd00001[c0] + (1)  cpd00930[c0]	(1)  D-erythro-imidazol-glycerol-phosphate[c0] <=> (1)  H2O[c0] + (1)  imidazole acetol-phosphate[c0]	rxn02473	IGPDH	R03457	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn03395_m0	=	m_0	117372_gene	CustomReaction_m0		-4.36		(1)  cpd00017[m0] + (1)  cpd03445[m0] <=> (1)  cpd00019[m0] + (1)  cpd00067[m0] + (1)  cpd03446[m0]	(1)  S-Adenosyl-L-methionine[m0] + (1)  2-Octaprenyl-6-hydroxyphenol[m0] <=> (1)  S-Adenosyl-homocysteine[m0] + (1)  H+[m0] + (1)  2-Octaprenyl-6-methoxyphenol[m0]	rxn03395	OHPHM	R04988	Ubiquinone and other terpenoid-quinone biosynthesis	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|Quinone-Biosynthesis|UBISYN-PWY|Ubiquinone-Biosynthesis
rxn00260_m0	=	m_0	(39333_gene)	CustomReaction_m0		0		(1)  cpd00023[m0] + (1)  cpd00032[m0] <=> (1)  cpd00024[m0] + (1)  cpd00041[m0]	(1)  L-Glutamate[m0] + (1)  Oxaloacetate[m0] <=> (1)  2-Oxoglutarate[m0] + (1)  L-Aspartate[m0]	rxn00260	AAT2_1	R00355	Alanine, aspartate and glutamate metabolism|Carbon fixation in photosynthetic organisms	ASPARTATE-DEG|ASPARTATE-DEG1-PWY|ASPARTATE-SYN|ASPARTATESYN-PWY|ASPASN-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Energy-Metabolism|GLUTAMATE-DEG|GLUTDEG-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|MALATE-ASPARTATE-SHUTTLE-PWY|METHIONINE-SYN|Metabolic-Clusters|P4-PWY|PWY0-781|TCA-VARIANTS|THREONINE-BIOSYNTHESIS|THRESYN-PWY
R-r0851_m0	=	m_0	114037_gene	CustomReaction_m0				(1)  M-c4hcoa-m_m0[m0] <=> (1)  M-c4dcoa-m_m0[m0] + (1)  cpd00001[m0]	(1)  3-hydroxybutyryl-CoA[m0] <=> (1)  trans-but-2-enoyl-CoA[m0] + (1)  H2O[m0]	rxn00000				
rxn00412_c0	=	Cytosol_0	(117628_gene or 117628_gene)	UTP:L-glutamine amido-ligase (ADP-forming)_c0		-6.4		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00053[c0] + (1)  cpd00062[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00023[c0] + (1)  cpd00052[c0] + (2)  cpd00067[c0]	(1)  H2O[c0] + (1)  ATP[c0] + (1)  L-Glutamine[c0] + (1)  UTP[c0] <=> (1)  ADP[c0] + (1)  Phosphate[c0] + (1)  L-Glutamate[c0] + (1)  CTP[c0] + (2)  H+[c0]	rxn00412	CTPS2	R00573	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
R-r1038_m0	=	m_0	(47049_gene)	CustomReaction_m0				(1)  cpd00266[m0] + (1)  cpd15238[m0] <=> (1)  M-c161car-m_m0[m0] + (1)  cpd00010[m0]	(1)  Carnitine[m0] + (1)  Hexadecenoyl-CoA[m0] <=> (1)  hexadecenoyl-carnitine[m0] + (1)  CoA[m0]	rxn00000				
rxn01071_c0	=	Cytosol_0	(113276_gene)	ATP:ethanolamine O-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00162[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00285[c0]	(1)  ATP[c0] + (1)  Aminoethanol[c0] <=> (1)  ADP[c0] + (1)  H+[c0] + (1)  Phosphoethanolamine[c0]	rxn01071	EKI1	R01468	Glycerophospholipid metabolism	Biosynthesis|Choline-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY4FS-6|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis
